Slice	X	Y	AREA
1507	68	69	117
1508	69	69	110
1509	68	66	78
1510	67	64	77
1510	62	53	41	f
1511	67	64	78
1511	62	53	37	f
1512	68	51	98
1513	71	42	144
1514	71	42	136
1515	67	33	121
1516	60	23	155
1517	60	22	149
1518	57	21	103
1519	45	16	139
1520	41	14	132
1521	42	17	125
1522	39	19	133
1523	37	20	148
1524	34	21	127
1525	34	21	118
1526	34	21	124
1527	34	21	129
1528	35	19	123
1529	36	19	98
1530	18	14	90
1531	19	14	97
1532	24	15	43
1533	25	15	39
1534	28	16	56
1535	29	16	55
1536	29	16	NP
1537	19	36	73
1538	20	47	162
1539	20	60	155
1540	21	73	170
1541	22	79	155
1542	23	79	166
1543	22	79	148
1544	22	79	150
1545	22	78	154
1546	22	78	149
1547	22	79	152
1548	22	79	152
1549	22	80	156
1550	27	87	115
