Slice	X	Y	AREA
1123	46	89	159
1124	59	88	158
1125	64	81	160
1126	69	76	152
1127	67	72	167
1128	67	72	163
1129	68	71	180
1130	68	73	170
1131	67	74	153
1132	66	74	153
1133	67	74	148
1134	67	76	137
1135	68	80	135
1136	65	82	151
1137	64	82	158
1138	56	84	163
1139	52	86	163
1140	53	86	160
1141	54	87	154
1142	54	88	153
1143	57	85	151
1144	61	88	161
1145	65	89	168
1146	72	87	165
1147	83	85	160
1148	80	86	137
1149	77	86	113
1150	77	85	111
1151	77	87	140
1152	77	87	156
1153	74	87	148
1154	71	82	164
1155	68	67	113
1156	69	55	59
1156	68	63	52	f
1157	67	52	109
1158	65	39	119
1159	64	27	119
1160	59	22	150
1161	58	21	176
1162	52	19	149
1163	44	16	161
1164	44	17	148
1165	33	20	97
